segment	routine	legacy_status	port_state	callers	calls	asm_lines	source_evidence	note
seg017	mouse_set_minmax	pending	asm_only	3	10	76	-	-
seg017	mouse_set_position	pending	asm_only	1	2	20	-	-
seg017	mouse_get_state	pending	asm_only	3	2	23	-	-
seg017	nopsub_36A9A	ignore	not_required	0	2	19	-	-
seg017	nopsub_36ACA	ignore	not_required	0	2	16	-	-
seg018	kb_shift_checking1	pending	asm_only	1	2	5	-	-
seg018	kb_shift_checking2	pending	asm_only	1	2	5	-	-
seg019	preRender_wheel_helper2	pending	asm_only	1	12	63	-	-
seg020	preRender_sphere_helper	pending	asm_only	1	4	17	-	-
seg021	heapsort_by_order	ported	c_active_with_asm	2	0	66	src/restunts/c/heapsort.c:54	-
seg022	preRender_wheel	pending	asm_only	1	12	177	-	-
seg023	preRender_wheel_helper	pending	asm_only	1	2	38	-	-
seg024	mat_rot_x	ported	c_active_with_asm	2	4	28	src/restunts/c/math.c:247	-
seg024	mat_rot_y	ported	c_active_with_asm	10	4	28	src/restunts/c/math.c:263	-
seg024	mat_rot_z	ported	c_active_with_asm	1	4	27	src/restunts/c/math.c:279	-
seg025	sub_3702E	pending	asm_only	2	8	54	-	-
seg026	toupper	ported	c_active_with_asm	2	0	10	src/restunts/c/restunts.c:226	-
seg027	init_audio_resources	pending	asm_only	9	10	67	-	-
seg027	load_audio_finalize	pending	asm_only	1	5	58	-	-
seg027	audio_unk	pending	asm_only	7	5	82	-	-
seg027	sub_372F4	pending	asm_only	7	3	43	-	-
seg027	sub_3736A	pending	asm_only	2	6	29	-	-
seg027	audio_enable_flag2	pending	asm_only	1	0	2	-	-
seg027	audio_disable_flag2	pending	asm_only	1	4	15	-	-
seg027	audio_toggle_flag2	pending	asm_only	2	4	10	-	-
seg027	nopsub_373FE	ignore	not_required	0	0	42	-	-
seg027	nopsub_37456	ignore	not_required	0	2	13	-	-
seg027	sub_37470	pending	asm_only	1	0	45	-	-
seg027	sub_374DE	pending	asm_only	1	2	13	-	-
seg027	audio_check_flag2	pending	asm_only	1	2	16	-	-
seg027	audio_check_flag	pending	asm_only	9	4	125	-	-
seg027	audio_init_chunk2	pending	asm_only	6	4	32	-	-
seg027	audio_enable_flag6	pending	asm_only	1	2	22	-	-
seg027	audio_disable_flag6	pending	asm_only	1	2	27	-	-
seg027	audio_toggle_flag6	pending	asm_only	2	4	10	-	-
seg027	sub_3771E	pending	asm_only	2	0	21	-	-
seg027	nopsub_37750	ignore	not_required	0	0	12	-	-
seg027	audio_driver_func3F	pending	asm_only	1	18	91	-	-
seg027	sub_37868	pending	asm_only	2	2	25	-	-
seg027	nopsub_37898	ignore	not_required	0	2	11	-	-
seg027	nopsub_378AE	ignore	not_required	0	0	7	-	-
seg027	nopsub_378BC	ignore	not_required	0	0	7	-	-
seg027	audio_load_driver	pending	asm_only	1	20	154	-	-
seg027	audiodrv_atexit	pending	asm_only	2	7	57	-	-
seg027	load_sfx_ge	pending	asm_only	6	26	104	-	-
seg027	sub_37C38	pending	asm_only	0	0	7	-	-
seg027	load_sfx_file	pending	asm_only	1	5	47	-	-
seg027	load_song_file	pending	asm_only	1	3	30	-	-
seg027	load_voice_file	pending	asm_only	1	5	47	-	-
seg027	nopsub_37D7A	ignore	not_required	0	3	27	-	-
seg027	audio_init_chunk	pending	asm_only	6	4	92	-	-
seg027	audio_map_song_instruments	pending	asm_only	1	20	133	-	-
seg027	sub_3803C	pending	asm_only	0	6	106	-	-
seg027	sub_38156	pending	asm_only	1	0	13	-	-
seg027	sub_38178	pending	asm_only	2	5	82	-	-
seg027	audio_map_song_tracks	pending	asm_only	1	24	271	-	-
seg027	audioresource_get_dword	pending	asm_only	8	0	11	-	-
seg027	audioresource_get_word	pending	asm_only	2	0	10	-	-
seg027	audioresource_copy_4_bytes	pending	asm_only	5	12	108	-	-
seg028	audiodriver_timer	pending	asm_only	0	8	29	-	-
seg028	sub_3868A	pending	asm_only	1	4	32	-	-
seg028	sub_386D6	pending	asm_only	1	2	21	-	-
seg028	sub_38702	pending	asm_only	2	24	380	-	-
seg028	sub_38AC4	pending	asm_only	1	0	18	-	-
seg028	sub_38AEA	pending	asm_only	1	2	97	-	-
seg028	sub_38BEA	pending	asm_only	1	1	40	-	-
seg028	audio_unk2	pending	asm_only	10	2	72	-	-
seg028	sub_38CF8	pending	asm_only	1	2	93	-	-
seg028	sub_38DE6	pending	asm_only	2	5	230	-	-
seg028	sub_39050	pending	asm_only	1	2	21	-	-
seg028	sub_39088	pending	asm_only	1	6	366	-	-
seg028	sub_3945A	pending	asm_only	2	4	192	-	-
seg028	sub_3963C	pending	asm_only	2	2	36	-	-
seg028	sub_3968A	pending	asm_only	2	1	49	-	-
seg028	sub_39700	pending	asm_only	3	5	217	-	-
seg028	audio_driver_func1E	pending	asm_only	5	2	131	-	-
seg029	audioresource_compare_chunknames	pending	asm_only	2	4	58	-	-
seg029	audioresource_get_chunk_index	pending	asm_only	3	2	59	-	-
seg029	audioresource_find	pending	asm_only	12	4	69	-	-
seg029	audioresource_copy_n_bytes	pending	asm_only	2	0	31	-	-
seg030	audio_make_filename	pending	asm_only	7	4	149	-	-
seg031	file_load_shape2d_nofatal2	ported	c_active_with_asm	1	2	7	src/restunts/c/shape2d.c:616	-
seg031	file_combine_and_find	ported	c_active_with_asm	2	4	16	src/restunts/c/fileio.c:279	-
seg031	file_find_next_alt	ported	c_active_with_asm	2	2	2	src/restunts/c/fileio.c:250	-
seg031	nullsub_1	pending	asm_only	4	0	2	-	-
seg031	nullsub_2	pending	asm_only	5	0	2	-	-
seg031	init_main	ported	c_active_with_asm	1	75	378	src/restunts/c/restunts.c:1428	-
seg031	random_wait	ported	c_active_with_asm	2	12	44	src/restunts/c/restunts.c:199	-
seg031	load_palandcursor	pending	asm_only	1	34	129	-	-
seg031	get_0	ported	c_active_with_asm	2	0	3	src/restunts/c/restunts.c:72	-
seg031	mmgr_alloc_resbytes	ported	c_active_with_asm	5	4	17	src/restunts/c/memmgr.c:168	-
seg031	mmgr_get_res_ofs_diff_scaled	ported	c_active_with_asm	3	2	8	src/restunts/c/memmgr.c:586	-
seg031	mmgr_get_chunk_size_bytes	ported	c_active_with_asm	1	2	14	src/restunts/c/memmgr.c:591	-
seg032	read_line	pending	asm_only	1	51	283	-	-
seg032	read_line_helper	pending	asm_only	12	12	52	-	-
seg032	read_line_helper2	pending	asm_only	2	14	62	-	-
seg033	setup_mcgawnd1	ported	c_active_with_asm	4	6	25	src/restunts/c/shape2d.c:208	-
seg033	setup_mcgawnd2	ported	c_active_with_asm	8	4	18	src/restunts/c/shape2d.c:217	-
seg034	file_load_shape2d_fatal	ported	c_active_with_asm	1	2	11	src/restunts/c/shape2d.c:608	-
seg034	file_load_shape2d_nofatal	ported	c_active_with_asm	1	2	10	src/restunts/c/shape2d.c:612	-
seg034	file_load_shape2d	ported	c_active_with_asm	4	60	252	src/restunts/c/shape2d.c:543	-
seg034	file_load_shape2d_palmap_init	ported	c_active_with_asm	1	0	16	src/restunts/c/shape2d.c:491	-
seg035	file_load_shape2d_res_fatal	ported	c_active_with_asm	1	2	11	src/restunts/c/shape2d.c:642	-
seg035	file_load_shape2d_res_nofatal	ported	c_active_with_asm	1	2	10	src/restunts/c/shape2d.c:646	-
seg035	file_load_shape2d_res	ported	c_active_with_asm	3	16	60	src/restunts/c/shape2d.c:622	-
seg035	parse_shape2d	pending	asm_only	2	22	258	-	-
seg035	parse_shape2d_helper3	pending	asm_only	1	0	18	-	-
seg036	file_get_unflip_size	ported	c_active_with_asm	1	4	39	src/restunts/c/shape2d.c:459	-
seg037	file_load_shape2d_expandedsize	ported	c_active_with_asm	1	6	50	src/restunts/c/shape2d.c:474	-
